db_sklypo_id,atviru_unikalus_nr,atviru_kadastro_nr,persidengimo_proc_nuo_seno,persidengimo_proc_nuo_naujo
555800060539,440043128345,5558/0006:0539,100.00000000092952,99.99820090317016
552300020547,440009331744,5523/0002:0547,100.00000000092884,99.99999999073869
555000060122,440008805860,5550/0006:0122,100.00000000092464,99.99999999799812
552300050050,552300050050,5523/0005:0050,100.0000000009234,99.99756432802364
554400051279,440042354863,5544/0005:1279,100.00000000092282,99.9999999985574
551500030288,440011626690,5515/0003:0288,100.00000000092078,99.99999999932557
551500030274,440010715132,5515/0003:0274,100.00000000091956,100.0000000010834
551300050166,551300050166,5513/0005:0166,100.00000000091627,99.9999999984352
551300130302,551300130302,5513/0013:0302,100.00000000091455,99.9715266800917
553800010281,553800010281,5538/0001:0281,100.00000000091433,99.99999999812536
553000050572,440003809754,5530/0005:0572,100.0000000009138,99.99999999942312
556800010193,440001035174,5568/0001:0193,100.00000000091164,99.9999999968108
551300050138,551300050138,5513/0005:0138,100.00000000091023,99.99999999913526
551300150063,551300150063,5513/0015:0063,100.00000000090658,99.99999999670555
555200050132,440004444022,5552/0005:0132,100.00000000090506,99.9999999999162
553800150375,440015295653,5538/0015:0375,100.00000000090266,99.99999999145336
551300070139,551300070139,5513/0007:0139,100.00000000090184,97.26540427642742
554400020814,440021998729,5544/0002:0814,100.00000000090172,99.99999999253018
552300060555,440022174745,5523/0006:0555,100.0000000009012,99.99999999774136
550500030053,550500030053,5505/0003:0053,100.00000000090006,99.99999999685892
553800010273,553800010273,5538/0001:0273,100.0000000008975,99.99999999815591
554400130383,554400130383,5544/0013:0383,100.00000000089727,99.99947158780998
555800130694,440004042924,5558/0013:0694,100.00000000089712,99.99999999566002
556300060159,556300060159,5563/0006:0159,100.00000000089253,99.99999999967956
552000180233,552000180233,5520/0018:0233,100.00000000089126,99.99999999813132
556800060054,556800060054,5568/0006:0054,100.00000000088988,99.99999999750518
554400060291,440010728042,5544/0006:0291,100.00000000088656,99.99843716563258
552300080008,552300080008,5523/0008:0008,100.00000000088389,99.40552191388072
552000150315,552000150315,5520/0015:0315,100.00000000088131,97.21929884313964
555800070202,555800070202,5558/0007:0202,100.00000000087772,99.99999999321524
554400020425,440003372268,5544/0002:0425,100.00000000087635,99.99999997405322
554400120049,554400120049,5544/0012:0049,100.00000000087545,99.99999999784733
553800010060,553800010060,5538/0001:0060,100.00000000087412,99.9999999985285
555800140672,440045094213,5558/0014:0672,100.00000000087373,99.99999999345424
555900020283,440016618730,5559/0002:0283,100.00000000087368,99.99999999979148
554800010113,554800010113,5548/0001:0113,100.0000000008736,99.99999999848788
553500050407,440008530800,5535/0005:0407,100.00000000086897,99.99999999777847
554400170157,554400170157,5544/0017:0157,100.00000000086864,96.5053342748447
554400050930,440012275366,5544/0005:0930,100.00000000086716,99.99999999973762
551300150361,551300150361,5513/0015:0361,100.00000000086708,99.99999999695048
551300160134,551300160134,5513/0016:0134,100.000000000866,99.9999999993718
555500040540,440023576268,5555/0004:0540,100.00000000086482,99.99999999619348
551300130292,551300130292,5513/0013:0292,100.00000000086442,99.7330328839814
555200050339,440010861197,5552/0005:0339,100.00000000086432,100.0000000009817
555800052307,440038076370,5558/0005:2307,100.00000000085896,99.99999999653768
554400020015,554400020015,5544/0002:0015,100.0000000008577,96.56959157141787
555200020120,440002736694,5552/0002:0120,100.0000000008575,99.99999999255812
555800130150,555800130150,5558/0013:0150,100.00000000085431,99.99999999794296
551300070087,551300070087,5513/0007:0087,100.0000000008516,99.999999996982
554400120070,554400120070,5544/0012:0070,100.00000000085092,99.99999999805677
556300040338,440018257786,5563/0004:0338,100.00000000084935,99.99999999641352
553800020101,440010712851,5538/0002:0101,100.0000000008486,99.99999999812864
553800110010,553800110010,5538/0011:0010,100.0000000008474,99.9999999947846
552000150496,552000150496,5520/0015:0496,100.00000000084412,98.316836269961
551500020094,440026885394,5515/0002:0094,100.00000000084188,99.99999999679406
551300140075,551300140075,5513/0014:0075,100.00000000084188,99.99999999617924
552300080271,552300080271,5523/0008:0271,100.00000000084172,100.00000000036088
553500041044,440049689574,5535/0004:1044,100.00000000084164,99.99999999663972
553800040017,553800040017,5538/0004:0017,100.0000000008406,99.9999999989368
552000200095,552000200095,5520/0020:0095,100.00000000083844,99.99999999793287
556800120224,440004265408,5568/0012:0224,100.0000000008384,99.99999999966757
554400200010,554400200010,5544/0020:0010,100.00000000083736,99.9999999991201
555200130488,555200130488,5552/0013:0488,100.00000000083595,100.0000000013776
554400200251,554400200251,5544/0020:0251,100.00000000083348,99.6593216463771
552800020303,440001705115,5528/0002:0303,100.00000000083249,99.99999999869368
555800130418,555800130418,5558/0013:0418,100.00000000083163,99.99999999731912
552800070712,440014911978,5528/0007:0712,100.0000000008316,99.99999999835596
556300060486,440012530476,5563/0006:0486,100.00000000083038,99.9999999802852
552300050184,552300050184,5523/0005:0184,100.00000000082912,99.99999999811654
555200130095,555200130095,5552/0013:0095,100.0000000008276,99.99999999845691
555200100341,440004493550,5552/0010:0341,100.00000000082404,99.99999999825224
